Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Lyon Richardson","CIN",0.8519,0.9114,0,4.30187,18,0,0,0.6509,,18,78.74,17.6346,9.3258,8.60374,2.284,8.1346,0.5385,0.7856,16.3111,8.15555,4.0673,2.00515,1.142,0.207151,0.10331,0.10384175926446915,0.252573,1.43162,0.299672,0.7285,0.476143,,4.45905,0.0118841,0.0936027,999,,,,,,,70.80000000000003,3.933333333333335,73,4.055555555555555,8.13,6.37,5.35,4.6,4,3.48,3,2.51,1.97,5.41,5.13,4.93,4.77,4.63,4.49,4.34,4.18,3.96,"Lyon Richardson","24581",680689
"Andrew Sears","DET",0.2943,0.2935,0,3.93068,6,0,0,0.6028,,6,25.818,5.7154,2.8423,2.62045,0.709333,2.2483,0.1567,0.3243,5.2473,7.87095,3.37245,2.3339,1.064,0.203242,0.0870827,0.11615927517414093,0.245872,1.32728,0.289556,0.734711,0.424915,,4.20923,0.0109949,0.007,999,,,,,,,24.500000000000007,4.083333333333335,25,4.166666666666667,8.94,6.07,4.59,3.62,2.9,2.32,1.83,1.38,0.94,5.03,4.74,4.54,4.37,4.22,4.08,3.93,3.77,3.55,"Andrew Sears","sa3023133",808825
"Jose Franco","CIN",0.6615,0.7099,0,4.36535,14,0,0,0.6509,,14,60.345,13.3476,7.2757,6.79054,2.14822,5.485,0.3662,0.6176,13.2202,8.4987,3.52607,2.41025,1.381,0.219077,0.090894,0.12818293273448944,0.246073,1.34519,0.288094,0.73029,0.395497,,4.54901,0.010814,0.0728541,999,,,,,,,57.20000000000003,4.085714285714288,56,4,8.5,6.49,5.35,4.53,3.88,3.32,2.81,2.32,1.77,5.47,5.17,4.96,4.79,4.64,4.49,4.34,4.16,3.94,"Jose Franco","sa3008714",683742
"Jedixson Paez","CHW",1.0929,1.2578,0,4.38788,24,0,0,0.5829,,24,103.941,24.7651,12.6288,11.701,3.272,8.5,0.6307,1.0285,18.5162,6.94357,3.1875,2.17838,1.227,0.178141,0.0817772,0.09636426717042923,0.262307,1.38605,0.295949,0.719428,0.445968,,4.55552,0.0102497,-0.0498168,999,,,,,,,90.70000000000002,3.7791666666666672,96,4,7.86,6.34,5.43,4.76,4.2,3.71,3.25,2.78,2.25,5.58,5.26,5.04,4.86,4.69,4.53,4.37,4.19,3.95,"Jedixson Paez","sa3016264",699151
"Josh Winckowski","TOR",0.0519,0.046,0,3.65841,1,0,0,0,,1,4.216,0.9744,0.4454,0.40649,0.107889,0.2896,0.0362,0.0388,0.8888,7.9992,2.6064,3.06906,0.971,0.210816,0.0686907,0.1421252340078354,0.250643,1.264,0.299736,0.735519,0.490188,,3.74529,0.00924853,0.0544039,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Winckowski","22387",670174
"Brian Van Belle","TBR",0.0487,0.0492,0,3.83445,1,0,0,0,,1,4.186,1.018,0.4639,0.42605,0.122556,0.212,0.0251,0.0375,0.7935,7.1415,1.908,3.74292,1.103,0.18956,0.050645,0.13891543447971344,0.258605,1.23,0.296461,0.723813,0.46395,,3.88986,0.00877452,0.0549958,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brian Van Belle","27695",687003
"David Robertson",,0.0522,0.0458,0,3.53475,1,0,0,0,,1,4.235,0.8536,0.4271,0.39275,0.107778,0.3989,0.0277,0.0439,1.1501,10.3509,3.5901,2.88318,0.97,0.27157,0.0941913,0.17737897485494614,0.225094,1.2525,0.294289,0.749266,0.427008,,3.56445,0.00852617,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"David Robertson","8241",502085
"Randy Rodríguez","SFG",0.0516,0.0464,0,3.50901,1,0,0,0,,1,4.205,0.8479,0.4228,0.38989,0.106444,0.3781,0.0223,0.0443,1.1134,10.0206,3.4029,2.94472,0.958,0.26478,0.0899168,0.17486324906349182,0.224158,1.226,0.28932,0.745791,0.403629,,3.55931,0.0083342,0.054403,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Randy Rodriguez","23974",678495
"Tim Hill","NYY",3.2855,3.1802,0,4.00363,66,0,0,14.9259,,66,285.591,71.9747,32.3613,29.3599,6.732,20.9769,1.96,2.7151,39.9596,5.44904,2.86049,1.90493,0.918,0.139919,0.0734508,0.06646812707185745,0.274819,1.40836,0.303162,0.725399,0.548531,,4.32715,0.00825521,0.121203,999,,,,,,,283.1000000000001,4.289393939393941,307,4.651515151515151,6.38,5.52,4.97,4.54,4.18,3.84,3.51,3.16,2.73,5.14,4.86,4.67,4.52,4.38,4.24,4.1,3.94,3.73,"Tim Hill","16814",657612
"Forrest Whitley",,0.0511,0.0468,0,3.71637,1,0,0,0,,1,4.232,0.8792,0.4468,0.41293,0.117111,0.3823,0.0249,0.047,1.0648,9.5832,3.4407,2.78525,1.054,0.251607,0.0903355,0.16127128154039383,0.231204,1.2615,0.290786,0.742293,0.411987,,3.81588,0.0081425,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Forrest Whitley","19586",666215
"Ronny Henriquez","MIA",0.0493,0.0486,0,3.7449,1,0,0,0,,1,4.239,0.9005,0.4517,0.4161,0.109778,0.3727,0.0266,0.044,1.0331,9.2979,3.3543,2.77193,0.988,0.243713,0.0879217,0.15579146891832352,0.235591,1.2732,0.295109,0.733802,0.437173,,3.74615,0.00809434,0.055684,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ronny Henriquez","24094",678692
"Dedniel Núñez","NYM",0.0527,0.0452,0,3.62097,1,0,0,0,,1,4.221,0.8631,0.4361,0.40233,0.118222,0.3968,0.0255,0.0313,1.0595,9.5355,3.5712,2.67011,1.064,0.251007,0.0940062,0.15700068324804306,0.227557,1.2599,0.284829,0.752749,0.406084,,3.83733,0.00801501,0.0554977,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Dedniel Nunez","23055",673380
"Jimmy Cordero",,0.0533,0.046,0.0053,3.60549,0.9497,0.0107,0,0,,1,4.221,0.8939,0.4368,0.40061,0.112222,0.3596,0.0232,0.0408,1.0371,9.3339,3.2364,2.88404,1.01,0.2457,0.0851931,0.1605069637298584,0.233968,1.2535,0.292623,0.7449,0.453797,,3.72103,0.00794354,0.0544039,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jimmy Cordero","15690",622772
"Andrew Walters","CLE",1.8079,1.9145,0,4.13303,38,0,0,0.6803,,38,164.147,33.3952,18.6675,17.4506,5.08778,17.9695,0.9791,1.5257,41.9159,9.92745,4.25593,2.33261,1.205,0.255356,0.109472,0.14588387310504913,0.230866,1.3517,0.289892,0.739057,0.355703,,4.20869,0.00784371,0.0239971,999,,,,,,,161.89999999999998,4.260526315789473,153,4.026315789473684,6.95,5.77,5.05,4.5,4.04,3.63,3.24,2.84,2.36,5.28,4.95,4.72,4.54,4.37,4.21,4.05,3.87,3.63,"Andrew Walters","33834",689958
"Michael Grove","LAD",0.0543,0.0449,0.0045,3.80682,0.9522,0.0102,0,0,,1,4.176,0.9103,0.4553,0.42298,0.136111,0.3088,0.0282,0.0444,1.0497,9.4473,2.7792,3.39929,1.225,0.251365,0.0739464,0.17741858214139938,0.238124,1.2191,0.293588,0.742603,0.410739,,3.86478,0.00777732,0.0562431,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Michael Grove","23221",675627
"Reed Garrett","NYM",0.0537,0.0447,0.0015,3.4839,0.9852,0.0032,0,0,,1,4.239,0.8419,0.4223,0.3871,0.106444,0.4354,0.0257,0.0371,1.12,10.08,3.9186,2.57235,0.958,0.264213,0.102713,0.16150035709142685,0.223523,1.2773,0.289543,0.757792,0.437396,,3.69641,0.00752783,0.0554867,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Reed Garrett","16866",657585
"Anthony Gose",,0.0519,0.046,0,3.59892,1,0,0,0,,1,4.244,0.8352,0.4319,0.39988,0.116889,0.4411,0.026,0.0396,1.1799,10.6191,3.9699,2.6749,1.052,0.278016,0.103935,0.17408106476068497,0.221933,1.2763,0.291226,0.758905,0.385997,,3.73699,0.00751903,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Anthony Gose","5097",543238
"Robert Stock","NYM",0.0522,0.0457,0,3.68109,1,0,0,0,,1,4.239,0.903,0.4453,0.40901,0.112444,0.3669,0.0252,0.056,0.9823,8.8407,3.3021,2.6773,1.012,0.231729,0.0865534,0.1451757475733757,0.236629,1.2699,0.290501,0.741228,0.447774,,3.90101,0.0072592,0.0554758,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Robert Stock","6576",476594
"Collin Snider","CHC",0.6702,0.7012,0,4.33956,14,0,0,0.7209,,14,60.58,14.1513,7.2811,6.75043,1.904,5.0307,0.3634,0.5942,11.3829,7.31758,3.23402,2.26269,1.224,0.187899,0.0830423,0.10485639423131943,0.257507,1.37014,0.293924,0.720551,0.430992,,4.48234,0.00707945,0.030069,999,,,,,,,50.6,3.6142857142857143,52,3.7142857142857144,8.5,6.5,5.35,4.53,3.88,3.33,2.82,2.32,1.77,5.45,5.16,4.96,4.79,4.64,4.5,4.35,4.18,3.95,"Collin Snider","23307",676092
"James Naile",,0.0502,0.0478,0,3.80799,1,0,0,0,,1,4.246,1.0265,0.4642,0.42311,0.0991111,0.2748,0.0248,0.0538,0.8158,7.3422,2.4732,2.9687,0.892,0.192134,0.0647197,0.1274140477180481,0.262036,1.3013,0.308873,0.720059,0.524998,,3.77778,0.00705232,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"James Naile","18186",664942
"Zach McCambley","PHI",2.3215,2.3807,0,4.28916,48,0,0,4.0731,,48,208.877,45.4296,24.6802,22.8755,6.23467,22.0416,1.2675,2.2011,44.1661,8.28114,4.1328,2.00376,1.169,0.211445,0.105524,0.1059211939573288,0.246052,1.40565,0.291991,0.728448,0.433304,,4.49861,0.00704175,0.0971206,999,,,,,,,196.40000000000003,4.091666666666668,194,4.041666666666667,6.96,5.91,5.25,4.74,4.32,3.93,3.55,3.16,2.68,5.47,5.15,4.93,4.75,4.58,4.43,4.27,4.08,3.85,"Zach McCambley","sa3014478",685112
"Tucker Davidson","PHI",0.3882,0.3955,0,4.25664,8,0,0,0.6364,,8,34.409,7.9931,4.0857,3.78368,1.04089,2.9983,0.1987,0.3089,6.5387,7.35604,3.37309,2.1808,1.171,0.190029,0.0871371,0.10289168357849121,0.256998,1.37392,0.295559,0.724312,0.439308,,4.43211,0.00700696,0.0327836,999,,,,,,,35.10000000000001,4.387500000000001,36,4.5,9.14,6.53,5.12,4.16,3.43,2.83,2.3,1.8,1.29,5.27,5.02,4.84,4.7,4.57,4.44,4.31,4.16,3.96,"Tucker Davidson","19871",656353
"Ryan Burr","TOR",0.052,0.0459,0,3.68082,1,0,0,0,,1,4.225,0.8936,0.4433,0.40898,0.117667,0.3601,0.023,0.035,1.0659,9.5931,3.2409,2.96001,1.059,0.252284,0.0852308,0.1670532524585724,0.233322,1.2537,0.293211,0.744192,0.421162,,3.7183,0.00665525,0.0544039,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Burr","17536",621114
"A.J. Causey","ATH",0.6258,0.6476,0,4.41552,13,0,0,0.6384,,13,56.375,13.0321,6.863,6.37797,1.75789,5.0601,0.3421,0.558,11.065,7.66038,3.50315,2.18672,1.217,0.196275,0.0897579,0.10651706159114838,0.256755,1.39171,0.297206,0.718386,0.427282,,4.4872,0.00652351,-0.00552423,999,,,,,,,45.8,3.523076923076923,47,3.6153846153846154,8.72,6.62,5.42,4.57,3.9,3.33,2.81,2.3,1.75,5.65,5.3,5.07,4.88,4.7,4.54,4.36,4.17,3.92,"A.J. Causey","sa3028661",822067
"Ryan Pressly",,0.0499,0.0481,0,3.88404,1,0,0,0,,1,4.268,0.9753,0.4701,0.43156,0.109556,0.3473,0.0192,0.0378,0.9129,8.2161,3.1257,2.62856,0.986,0.213894,0.081373,0.13252107799053192,0.251178,1.3226,0.302661,0.729117,0.475004,,3.88886,0.00627762,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Pressly","7005",519151
"Ray Kerr","ATL",0.0561,0.0497,0.0284,3.7881,0.7172,0.0602,0,0,,1,4.227,0.8975,0.4543,0.4209,0.122,0.3735,0.0177,0.0418,1.0906,9.8154,3.3615,2.91995,1.098,0.258008,0.0883605,0.16964749991893768,0.235459,1.271,0.298372,0.74232,0.409557,,3.78584,0.00593075,0.0557936,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ray Kerr","23809",678061
"Codi Heuer","CLE",0.0485,0.0495,0,3.93363,1,0,0,0,,1,4.275,0.9231,0.4732,0.43707,0.119556,0.3972,0.0275,0.0428,0.9967,8.9703,3.5748,2.50932,1.076,0.233146,0.0929123,0.14023391157388687,0.240704,1.3203,0.295557,0.734742,0.435437,,4.01596,0.00587735,0.0549176,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Codi Heuer","23293",676051
"Aneurys Zabala","LAA",0.048,0.0499,0,3.95451,1,0,0,0,,1,4.301,0.8689,0.4729,0.43939,0.122111,0.4729,0.026,0.0475,1.139,10.251,4.2561,2.40854,1.099,0.264822,0.109951,0.15487098693847656,0.229831,1.3418,0.296405,0.742114,0.398198,,4.00578,0.00569521,0.0557223,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Aneurys Zabala","20802",656008
"Dylan Smith","DET",1.0976,1.1554,0,4.15707,23,0,0,0.6028,,23,99.913,22.4697,11.507,10.6236,2.69611,9.558,0.5964,0.9309,19.8009,7.74818,3.74009,2.07166,1.055,0.198181,0.0956632,0.10251818597316742,0.251271,1.39251,0.29545,0.726316,0.440352,,4.30533,0.00566351,-0.0240262,999,,,,,,,87.10000000000001,3.786956521739131,87,3.782608695652174,7.61,6.08,5.17,4.5,3.95,3.47,3.02,2.57,2.05,5.33,5.01,4.8,4.62,4.46,4.31,4.15,3.97,3.73,"Dylan Smith","30145",681916
"Thomas Szapucki",,0.0529,0.0496,0.0163,3.79458,0.84,0.034,0,0,,1,4.244,0.8845,0.4542,0.42162,0.126556,0.3963,0.0208,0.0391,1.0937,9.8433,3.5667,2.75978,1.139,0.257705,0.0933789,0.16432611644268036,0.232238,1.2808,0.29283,0.748988,0.388998,,3.89916,0.00565515,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Thomas Szapucki","21065",663378
"Trey Wingenter",,0.0501,0.0479,0,3.89619,1,0,0,0,,1,4.27,0.8822,0.466,0.43291,0.120778,0.4213,0.0249,0.0462,1.1018,9.9162,3.7917,2.61524,1.087,0.258033,0.0986651,0.1593676656484604,0.232005,1.3035,0.295134,0.738268,0.395998,,3.90415,0.00560848,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trey Wingenter","17793",622259
"Kyle Backhus","PHI",2.5638,2.5303,0,4.11906,52,0,0,6.6189,,52,223.945,49.5482,25.7191,23.799,6.656,21.271,1.3072,2.808,46.4141,8.03321,3.68152,2.18204,1.152,0.207257,0.0949831,0.11227355152368546,0.247907,1.36191,0.292189,0.733325,0.433303,,4.40315,0.00517155,0.213896,999,,,,,,,216.70000000000005,4.167307692307693,217,4.173076923076923,6.66,5.67,5.04,4.57,4.16,3.79,3.43,3.06,2.6,5.25,4.94,4.73,4.56,4.41,4.26,4.11,3.94,3.71,"Kyle Backhus","29615",679775
"J.B. Bukauskas","MIL",0.0494,0.0486,0,3.85056,1,0,0,0,,1,4.255,0.9702,0.4671,0.42784,0.109444,0.3504,0.0275,0.0411,0.8926,8.0334,3.1536,2.54737,0.985,0.209777,0.0823502,0.12742655724287033,0.251119,1.3206,0.30081,0.731126,0.490714,,3.94721,0.00511331,0.0557936,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"J.B. Bukauskas","20491",656266
"Jake Cousins",,0.0503,0.0477,0,3.83634,1,0,0,0,,1,4.312,0.8751,0.4623,0.42626,0.108444,0.4743,0.0274,0.0557,1.0923,9.8307,4.2687,2.30297,0.976,0.253316,0.109995,0.1433209776878357,0.231386,1.3494,0.297009,0.740745,0.43701,,3.95031,0.0050715,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jake Cousins","21620",664776
"Andrés Machado",,0.0494,0.0485,0,3.97935,1,0,0,0,,1,4.255,0.9575,0.4793,0.44215,0.115333,0.3616,0.0249,0.0392,0.9405,8.4645,3.2544,2.60094,1.038,0.221034,0.0849824,0.136051706969738,0.24843,1.3191,0.300949,0.725446,0.459002,,3.95587,0.00501841,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Andres Machado","14681",600921
"Dan Altavilla","MIN",1.2179,1.3289,0,4.42723,26,0,0,0.6268,,26,114.185,25.5399,13.79,12.7898,3.09111,12.2846,0.6596,1.2916,23.0556,7.98078,4.25236,1.87679,1.07,0.201914,0.107585,0.0943293645977974,0.253854,1.45479,0.301479,0.717513,0.443013,,4.47367,0.00497142,-0.0509108,999,,,,,,,98.9,3.803846153846154,102,3.923076923076923,7.81,6.35,5.47,4.81,4.27,3.79,3.34,2.88,2.34,5.62,5.3,5.08,4.89,4.73,4.57,4.41,4.22,3.98,"Dan Altavilla","16507",656186
"Casey Lawrence","SEA",0.4621,0.6593,0.611,4.997,1.62,1.62,0,0,,9.234,40.341,10.7153,5.5069,5.12692,1.57696,2.2291,0.0375,0.3599,4.623,4.50585,2.17261,2.07393,1.537,0.114598,0.0552564,0.05934162065386772,0.283834,1.40182,0.289627,0.692721,0.429013,,5.19508,0.00495716,-0.0851002,999,,,,,,,17.400000000000006,1.933333333333334,23,2.5555555555555554,10.12,7.54,6.09,5.08,4.29,3.62,3.02,2.44,1.82,6.08,5.81,5.63,5.48,5.34,5.2,5.06,4.9,4.69,"Casey Lawrence","11121",596271
"Shawn Dubin","ARI",0.0501,0.0478,0,4.02651,1,0,0,0,,1,4.318,0.9683,0.4854,0.44739,0.106444,0.3984,0.0231,0.0457,0.9465,8.5185,3.5856,2.37575,0.958,0.219199,0.0922649,0.1269337758421898,0.249955,1.3667,0.305519,0.723755,0.455782,,3.95821,0.0049438,0.0556621,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shawn Dubin","24977",681869
"Josh Taylor",,0.0512,0.0481,0.0047,3.80205,0.953,0.01,0,0,,1,4.267,0.9125,0.4575,0.42245,0.118,0.4016,0.0278,0.039,1.0104,9.0936,3.6144,2.51594,1.062,0.236794,0.0941176,0.14267636835575104,0.238475,1.3141,0.294477,0.745583,0.41702,,3.97014,0.00485575,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Taylor","17359",657031
"Joe Mantiply","TOR",0.0514,0.0466,0,3.75579,1,0,0,0,,1,4.232,0.999,0.4559,0.41731,0.112111,0.2858,0.0355,0.0331,0.8316,7.4844,2.5722,2.90973,1.009,0.196503,0.0675331,0.12896976619958878,0.255296,1.2848,0.298677,0.734942,0.468179,,3.88608,0.00484279,0.0544821,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joe Mantiply","14857",573009
"Sean Hjelle",,0.0511,0.0525,0.0188,4.01922,0.7988,0.0428,0,0,,1,4.314,1.0378,0.4889,0.44658,0.108778,0.311,0.0249,0.054,0.8,7.2,2.799,2.57235,0.979,0.185443,0.0720909,0.11335188150405884,0.262801,1.3488,0.305577,0.718673,0.518995,,4.04425,0.00476062,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sean Hjelle","21481",663546
"Daniel Hudson",,0.0498,0.0482,0,3.95748,1,0,0,0,,1,4.246,0.919,0.4716,0.43972,0.134444,0.3461,0.0238,0.0398,1.0298,9.2682,3.1149,2.97544,1.21,0.242534,0.081512,0.1610221564769745,0.238077,1.2651,0.291023,0.736852,0.369989,,3.98101,0.00473174,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Hudson","7146",543339
"Tyler Cyr",,0.0497,0.0482,0,3.92697,1,0,0,0,,1,4.286,0.9309,0.4732,0.43633,0.113556,0.4065,0.0255,0.0434,0.9852,8.8668,3.6585,2.42362,1.022,0.229865,0.0948437,0.13502100110054016,0.242668,1.3374,0.29859,0.733353,0.447,,3.99066,0.00462182,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tyler Cyr","18421",664202
"Jorge Alcala","TOR",0.0499,0.0481,0,4.07016,1,0,0,0,,1,4.281,0.8839,0.4841,0.45224,0.140556,0.4222,0.0238,0.038,1.0695,9.6255,3.7998,2.53316,1.265,0.249825,0.0986218,0.1512029767036438,0.231339,1.3061,0.284725,0.740993,0.358165,,4.20396,0.00456043,0.0543928,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jorge Alcala","19459",660896
"David Price",,0.0502,0.0478,0,3.83832,1,0,0,0,,1,4.27,0.9804,0.4646,0.42648,0.113,0.3482,0.0393,0.0363,0.8782,7.9038,3.1338,2.52211,1.017,0.205667,0.0815457,0.1241217851638794,0.252323,1.3286,0.299693,0.738209,0.45999,,4.00124,0.00450128,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"David Price","3184",456034
"Víctor Arano","WSN",0.0476,0.0504,0,3.97449,1,0,0,0,,1,4.255,0.9665,0.4784,0.44161,0.119222,0.3423,0.0243,0.0451,0.8976,8.0784,3.0807,2.62226,1.073,0.210952,0.0804465,0.1305052861571312,0.249897,1.3088,0.297209,0.727216,0.445927,,4.05203,0.00445681,0.056265,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Victor Arano","15915",644364
"Brett Martin",,0.0502,0.0483,0.0016,3.85524,0.9835,0.0035,0,0,,1,4.306,0.9845,0.4688,0.42836,0.101889,0.3926,0.0313,0.0357,0.8663,7.7967,3.5334,2.20657,0.917,0.201184,0.0911751,0.11000927537679672,0.253888,1.3771,0.303354,0.73579,0.492965,,4.01199,0.00437874,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brett Martin","17369",656685
"José Castillo",,0.0508,0.0472,0,3.7332,1,0,0,0,,1,4.297,0.9297,0.4531,0.4148,0.104222,0.4161,0.0261,0.0499,0.9872,8.8848,3.7449,2.37251,0.938,0.229742,0.096835,0.1329066902399063,0.242678,1.3458,0.301316,0.743986,0.472993,,3.91363,0.00436013,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jose Castillo","17169",620454
"Anderson Espinoza",,0.0492,0.0487,0,3.99231,1,0,0,0,,1,4.288,0.9989,0.4833,0.44359,0.109333,0.348,0.0253,0.0462,0.8627,7.7643,3.132,2.47902,0.984,0.201189,0.0811567,0.12003263831138611,0.256536,1.3469,0.304462,0.723384,0.489005,,4.01367,0.00434937,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Anderson Espinoza","18593",659262
"Konnor Pilkington","DET",0.3904,0.3933,0,3.97945,8,0,0,0.6028,,8,34.828,7.3228,3.8283,3.53729,0.933333,3.8145,0.1863,0.3506,7.7864,8.7597,4.29131,2.04126,1.05,0.223567,0.109524,0.11404329538345337,0.238816,1.39216,0.291183,0.743492,0.411329,,4.26712,0.00417676,0.00929893,999,,,,,,,36.7,4.5875,35,4.375,8.67,6.13,4.77,3.85,3.15,2.58,2.09,1.62,1.15,5.01,4.75,4.56,4.41,4.27,4.14,4,3.85,3.64,"Konnor Pilkington","21453",663455
"Darwinzon Hernández",,0.05,0.0479,0,3.88908,1,0,0,0,,1,4.294,0.9056,0.4675,0.43212,0.117556,0.4257,0.0241,0.0582,1.0414,9.3726,3.8313,2.44632,1.058,0.242524,0.0991383,0.1433860957622528,0.237684,1.3313,0.297247,0.740365,0.427981,,4.03226,0.00413764,0.0554705,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Darwinzon Hernandez","19848",650382
"Frank German",,0.0496,0.0483,0,3.95748,1,0,0,0,,1,4.31,0.8976,0.4754,0.43972,0.115556,0.4633,0.0259,0.0397,1.0563,9.5067,4.1697,2.27995,1.04,0.245081,0.107494,0.1375870183110237,0.235776,1.3609,0.296775,0.738457,0.423998,,4.03376,0.00413081,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Frank German","24750",681464
"Mitch White",,0.0491,0.0488,0,4.02228,1,0,0,0,,1,4.277,0.9833,0.4849,0.44692,0.113889,0.3456,0.0272,0.047,0.8784,7.9056,3.1104,2.54167,1.025,0.205378,0.0808043,0.12457330524921417,0.253141,1.3289,0.300615,0.721703,0.459995,,4.03669,0.0040974,0.0554816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mitch White","19225",669952
"Joel Kuhnel","ATH",0.0496,0.0484,0,4.08456,1,0,0,0,,1,4.283,1.0741,0.4968,0.45384,0.108556,0.2887,0.0258,0.0442,0.6889,6.2001,2.5983,2.38621,0.977,0.160845,0.067406,0.09343917667865753,0.271917,1.3628,0.306265,0.715216,0.528586,,4.16726,0.0040488,0.0557223,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joel Kuhnel","19995",669270
"Geoff Hartlieb","ATH",0.0486,0.0493,0,4.31676,1,0,0,0,,1,4.329,0.9943,0.5172,0.47964,0.130667,0.395,0.0265,0.0372,0.8752,7.8768,3.555,2.2157,1.176,0.202171,0.0912451,0.1109263077378273,0.255158,1.3893,0.298739,0.722915,0.435753,,4.38,0.00392678,-0.0450707,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Geoff Hartlieb","19558",664129
"Ben Heller","CHC",0.0504,0.0476,0,3.89493,1,0,0,0,,1,4.27,0.9104,0.4683,0.43277,0.116111,0.3864,0.0261,0.068,1.0105,9.0945,3.4776,2.61517,1.045,0.236651,0.0904918,0.14615923911333084,0.238599,1.2968,0.295386,0.730442,0.434999,,3.98678,0.00392333,0.0559909,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Heller","15100",621294
